"uid_txt","regex","text","n","year"
"wlb.life_worthwhile","life.*worthwhile","w02 overall, to what extent do you feel that things you do in your life are worthwhile? (% selecting '7 to 10', where 10 is the most worthwhile)",8,2024
"wlb.life_worthwhile","life.*worthwhile","w02. overall, to what extent do you feel that things you do in your life are worthwhile? (% selecting 7 to 10, where 10 is the most worthwhile)",8,2023
"wlb.life_worthwhile","life.*worthwhile","w02. overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10, where 10 is 'worthwhile')",8,2022
"wlb.life_worthwhile","life.*worthwhile","w02. overall, to what extent do you feel that things you do in your life are worthwhile? (% rating 7-10, where 10 is 'worthwhile')",8,2021
"wlb.life_worthwhile","life.*worthwhile","w02: overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7 to 10, where 10 is 'worthwhile')",8,2020
"wlb.life_worthwhile","life.*worthwhile","w02. overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10)",8,2019
"wlb.life_worthwhile","life.*worthwhile","w02. overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10) (0=not at all worthwhile, 10=completely worthwhile)",8,2019
"csc.aware_code","aware.*raise.*concern.*civil.service.code","are you aware of how to raise a concern under the civil service code? (% selecting 'yes')",7,2024
"csc.aware_code","aware.*raise.*concern.*civil.service.code","d02 are you aware of how to raise a concern under the civil service code? (% selecting 'yes')",7,2024
"csc.aware_code","aware.*raise.*concern.*civil.service.code","d02. are you aware of how to raise a concern under the civil service code? (% selecting 'yes')",7,2023
"csc.aware_code","aware.*raise.*concern.*civil.service.code","d02. are you aware of how to raise a concern under the civil service code? (% yes)",7,2022
"csc.aware_code","aware.*raise.*concern.*civil.service.code","d02: are you aware of how to raise a concern under the civil service code? (% yes)",7,2020
"csc.aware_code","aware.*raise.*concern.*civil.service.code","d02. are you aware of how to raise a concern under the civil service code?",7,2018
"csc.aware_code","aware.*raise.*concern.*civil.service.code","e02. are you aware of how to raise a concern under the civil service code? (% yes)",7,2010
"dhb.not_reported_action_not_taken","(not.report|inaction).*corrective.action","e05b_03 why did you not report your experience of bullying and harassment? (% selecting 'i did not believe that corrective action would be taken' of those who ticked at least one e05b option) [notes 8, 9]",7,2024
"dhb.not_reported_action_not_taken","(not.report|inaction).*corrective.action","why did you not report your experience of bullying and harassment? (% selecting 'i did not believe that corrective action would be taken' of those who ticked at least one e05b option)",7,2024
"dhb.not_reported_action_not_taken","(not.report|inaction).*corrective.action","e05b_03. why did you not report your experience of bullying and harassment? (% selecting 'i did not believe that corrective action would be taken' of those ticking at least one e05b option)",7,2023
"dhb.not_reported_action_not_taken","(not.report|inaction).*corrective.action","e05b_03. why did you not report your experience of bullying and harassment? (% selecting 'i did not believe that corrective action would be taken') [notes 8, 9]",7,2023
"dhb.not_reported_action_not_taken","(not.report|inaction).*corrective.action","e05b. why did you not report your experience of bullying and harassment? i did not believe that corrective action would be taken (% of those ticking at least one e05b option)",7,2022
"dhb.not_reported_action_not_taken","(not.report|inaction).*corrective.action","e05b_03. why did you not report your experience of bullying and harassment? (% selecting 'i did not believe that corrective action would be taken') [note 3] [note 4]",7,2022
"dhb.not_reported_action_not_taken","(not.report|inaction).*corrective.action","e05_06. reporting action/inaction_i did not believe that corrective action would be taken (% no to e05 selecting this option)",7,2019
"dhb.not_reported_behaviour_stopped","(not.report|inaction).*behaviour.stopped","e05b_05 why did you not report your experience of bullying and harassment? (% selecting 'the behaviour stopped before i could report it' of those who ticked at least one e05b option) [notes 8, 9]",7,2024
"dhb.not_reported_behaviour_stopped","(not.report|inaction).*behaviour.stopped","why did you not report your experience of bullying and harassment? (% selecting 'the behaviour stopped before i could report it' of those who ticked at least one e05b option)",7,2024
"dhb.not_reported_behaviour_stopped","(not.report|inaction).*behaviour.stopped","e05b_05. why did you not report your experience of bullying and harassment? (% selecting 'the behaviour stopped before i could report it' of those ticking at least one e05b option)",7,2023
"dhb.not_reported_behaviour_stopped","(not.report|inaction).*behaviour.stopped","e05b_05. why did you not report your experience of bullying and harassment? (% selecting 'the behaviour stopped before i could report it') [notes 8, 9]",7,2023
"dhb.not_reported_behaviour_stopped","(not.report|inaction).*behaviour.stopped","e05b. why did you not report your experience of bullying and harassment? the behaviour stopped before i could report it (% of those ticking at least one e05b option)",7,2022
"dhb.not_reported_behaviour_stopped","(not.report|inaction).*behaviour.stopped","e05b_05. why did you not report your experience of bullying and harassment? (% selecting 'the behaviour stopped before i could report it') [note 3] [note 4]",7,2022
"dhb.not_reported_behaviour_stopped","(not.report|inaction).*behaviour.stopped","e05_08. reporting action/inaction_the behaviour stopped before i could report it (% no to e05 selecting this option)",7,2019
"dhb.not_reported_jeopardise_job","(not.report|inaction).*jeopardise.*job","e05b_01 why did you not report your experience of bullying and harassment? (% selecting 'i felt i might jeopardise my job' of those who ticked at least one e05b option) [notes 8, 9]",7,2024
"dhb.not_reported_jeopardise_job","(not.report|inaction).*jeopardise.*job","why did you not report your experience of bullying and harassment? (% selecting 'i felt i might jeopardise my job' of those who ticked at least one e05b option)",7,2024
"dhb.not_reported_jeopardise_job","(not.report|inaction).*jeopardise.*job","e05b_01. why did you not report your experience of bullying and harassment? (% selecting 'i felt i might jeopardise my job' of those ticking at least one e05b option)",7,2023
"dhb.not_reported_jeopardise_job","(not.report|inaction).*jeopardise.*job","e05b_01. why did you not report your experience of bullying and harassment? (% selecting 'i felt i might jeopardise my job') [notes 8, 9]",7,2023
"dhb.not_reported_jeopardise_job","(not.report|inaction).*jeopardise.*job","e05b. why did you not report your experience of bullying and harassment? i felt i might jeopardise my job (% of those ticking at least one e05b option)",7,2022
"dhb.not_reported_jeopardise_job","(not.report|inaction).*jeopardise.*job","e05b_01. why did you not report your experience of bullying and harassment? (% selecting 'i might jeopardise my job') [note 3] [note 4]",7,2022
"dhb.not_reported_jeopardise_job","(not.report|inaction).*jeopardise.*job","e05_04. reporting action/inaction_i felt i might jeopardise my job (% no to e05 selecting this option)",7,2019
"dhb.not_reported_not_know_how","(not.report|inaction).*not.know","e05b_04 why did you not report your experience of bullying and harassment? (% selecting 'i did not know how to report it or who to speak to' of those who ticked at least one e05b option) [notes 8, 9]",7,2024
"dhb.not_reported_not_know_how","(not.report|inaction).*not.know","why did you not report your experience of bullying and harassment? (% selecting 'i did not know how to report it or who to speak to' of those who ticked at least one e05b option)",7,2024
"dhb.not_reported_not_know_how","(not.report|inaction).*not.know","e05b_04. why did you not report your experience of bullying and harassment? (% selecting 'i did not know how to report it or who to speak to' of those ticking at least one e05b option)",7,2023
"dhb.not_reported_not_know_how","(not.report|inaction).*not.know","e05b_04. why did you not report your experience of bullying and harassment? (% selecting 'i did not know how to report it or who to speak to') [notes 8, 9]",7,2023
"dhb.not_reported_not_know_how","(not.report|inaction).*not.know","e05b. why did you not report your experience of bullying and harassment? i did not know how to report it or who to speak to (% of those ticking at least one e05b option)",7,2022
"dhb.not_reported_not_know_how","(not.report|inaction).*not.know","e05b_04. why did you not report your experience of bullying and harassment? (% selecting 'i did not know how to report it or who to speak to') [note 3] [note 4]",7,2022
"dhb.not_reported_not_know_how","(not.report|inaction).*not.know","e05_07. reporting action/inaction_i did not know how to report it or who to speak to (% no to e05 selecting this option)",7,2019
"dhb.not_reported_other_reason","(not.report|inaction).*another.reason","e05b_06 why did you not report your experience of bullying and harassment? (% selecting 'i did not report it for another reason' of those who ticked at least one e05b option) [notes 8, 9]",7,2024
"dhb.not_reported_other_reason","(not.report|inaction).*another.reason","why did you not report your experience of bullying and harassment? (% selecting 'i did not report it for another reason' of those who ticked at least one e05b option)",7,2024
"dhb.not_reported_other_reason","(not.report|inaction).*another.reason","e05b_06. why did you not report your experience of bullying and harassment? (% selecting 'i did not report it for another reason (please specify)' of those ticking at least one e05b option)",7,2023
"dhb.not_reported_other_reason","(not.report|inaction).*another.reason","e05b_06. why did you not report your experience of bullying and harassment? (% selecting 'i did not report it for another reason (please specify)') [notes 8, 9]",7,2023
"dhb.not_reported_other_reason","(not.report|inaction).*another.reason","e05b. why did you not report your experience of bullying and harassment? i did not report it for another reason (% of those ticking at least one e05b option)",7,2022
"dhb.not_reported_other_reason","(not.report|inaction).*another.reason","e05b_06. why did you not report your experience of bullying and harassment? (% selecting 'i did not report it for another reason') [note 3] [note 4]",7,2022
"dhb.not_reported_other_reason","(not.report|inaction).*another.reason","e05_09. reporting action/inaction_i did not report it for another reason (% no to e05 selecting this option)",7,2019
"dhb.not_reported_troublemaker","(not.report|inaction).*troublemaker","e05b_02 why did you not report your experience of bullying and harassment? (% selecting 'i did not want to be seen as a troublemaker' of those who ticked at least one e05b option) [notes 8, 9]",7,2024
"dhb.not_reported_troublemaker","(not.report|inaction).*troublemaker","why did you not report your experience of bullying and harassment? (% selecting 'i did not want to be seen as a troublemaker' of those who ticked at least one e05b option)",7,2024
"dhb.not_reported_troublemaker","(not.report|inaction).*troublemaker","e05b_02. why did you not report your experience of bullying and harassment? (% selecting 'i did not want to be seen as a troublemaker' of those ticking at least one e05b option)",7,2023
"dhb.not_reported_troublemaker","(not.report|inaction).*troublemaker","e05b_02. why did you not report your experience of bullying and harassment? (% selecting 'i did not want to be seen as a troublemaker') [notes 8, 9]",7,2023
"dhb.not_reported_troublemaker","(not.report|inaction).*troublemaker","e05b. why did you not report your experience of bullying and harassment? i did not want to be seen as a troublemaker (% of those ticking at least one e05b option)",7,2022
"dhb.not_reported_troublemaker","(not.report|inaction).*troublemaker","e05b_02. why did you not report your experience of bullying and harassment? (% selecting 'i did not want to be seen as a troublemaker') [note 3] [note 4]",7,2022
"dhb.not_reported_troublemaker","(not.report|inaction).*troublemaker","e05_05. reporting action/inaction_i did not want to be seen as a troublemaker (% no to e05 selecting this option)",7,2019
"dhb.reported_complaint","report.*complaint","e05a_01 how did you report your experience of bullying and harassment? (% selecting 'i raised a formal complaint' of those who ticked at least one e05a option) [notes 8, 9]",7,2024
"dhb.reported_complaint","report.*complaint","how did you report your experience of bullying and harassment? (% selecting 'i raised a formal complaint' of those who ticked at least one e05a option)",7,2024
"dhb.reported_complaint","report.*complaint","e05a_01. how did you report your experience of bullying and harassment? (% selecting 'i raised a formal complaint' of those ticking at least one e05a option)",7,2023
"dhb.reported_complaint","report.*complaint","e05a_01. how did you report your experience of bullying and harassment? (% selecting 'i raised a formal complaint') [notes 8, 9]",7,2023
"dhb.reported_complaint","report.*complaint","e05a. how did you report your experience of bullying and harassment? i raised a formal complaint (% of those ticking at least one e05a option)",7,2022
"dhb.reported_complaint","report.*complaint","e05a_01. how did you report your experience of bullying and harassment? (% selecting 'i raised a formal complaint') [note 3] [note 4]",7,2022
"dhb.reported_complaint","report.*complaint","e05_01. reporting action/inaction_i raised a formal complaint (% yes to e05 selecting this option)",7,2019
"dhb.reported_confided","report.*confided","e05a_03 how did you report your experience of bullying and harassment? (% selecting 'i confided in someone (for example, a colleague)' of those who ticked at least one e05a option) [notes 8, 9]",7,2024
"dhb.reported_confided","report.*confided","how did you report your experience of bullying and harassment? (% selecting 'i confided in someone (for example, a colleague)' of those who ticked at least one e05a option)",7,2024
"dhb.reported_confided","report.*confided","e05a_03. how did you report your experience of bullying and harassment? (% selecting 'i confided in someone (for example, a colleague)' of those ticking at least one e05a option)",7,2023
"dhb.reported_confided","report.*confided","e05a_03. how did you report your experience of bullying and harassment? (% selecting 'i confided in someone (for example, a colleague)') [notes 8, 9]",7,2023
"dhb.reported_confided","report.*confided","e05a. how did you report your experience of bullying and harassment? i confided in someone (for example, a colleague) (% of those ticking at least one e05a option)",7,2022
"dhb.reported_confided","report.*confided","e05a_03. how did you report your experience of bullying and harassment? (% selecting 'i confided in someone') [note 3] [note 4]",7,2022
"dhb.reported_confided","report.*confided","e05_03. reporting action/inaction_i confided in someone (e.g. a colleague) (% yes to e05 selecting this option)",7,2019
"dhb.reported_less_formal","report.*less.formal","e05a_02 how did you report your experience of bullying and harassment? (% selecting 'i reported it in another way, through less formal means' of those who ticked at least one e05a option) [notes 8, 9]",7,2024
"dhb.reported_less_formal","report.*less.formal","how did you report your experience of bullying and harassment? (% selecting 'i reported it in another way, through less formal means' of those who ticked at least one e05a option)",7,2024
"dhb.reported_less_formal","report.*less.formal","e05a_02. how did you report your experience of bullying and harassment? (% selecting 'i reported it in another way, through less formal means (please specify)' of those ticking at least one e05a option)",7,2023
"dhb.reported_less_formal","report.*less.formal","e05a_02. how did you report your experience of bullying and harassment? (% selecting 'i reported it in another way, through less formal means (please specify)') [notes 8, 9]",7,2023
"dhb.reported_less_formal","report.*less.formal","e05a. how did you report your experience of bullying and harassment? i reported it in another way, through less formal means (% of those ticking at least one e05a option)",7,2022
"dhb.reported_less_formal","report.*less.formal","e05a_02. how did you report your experience of bullying and harassment? (% selecting 'i reported it in another way, through less formal means') [note 3] [note 4]",7,2022
"dhb.reported_less_formal","report.*less.formal","e05_02. reporting action/inaction_i reported it in another way, through less formal means (% yes to e05 selecting this option)",7,2019
"ref.organisation_inclusive","organisation.*inclusive","[my organisation] is committed to creating a diverse and inclusive workplace (% selecting 'strongly agree' or 'agree')",7,2024
"ref.organisation_inclusive","organisation.*inclusive","b58 [my organisation] is committed to creating a diverse and inclusive workplace (% selecting 'strongly agree' or 'agree')",7,2024
"ref.organisation_inclusive","organisation.*inclusive","b58. [my organisation] is committed to creating a diverse and inclusive workplace (% selecting 'strongly agree' or 'agree')",7,2023
"ref.organisation_inclusive","organisation.*inclusive","b58. my organisation is committed to creating a diverse and inclusive workplace (% strongly agree or agree)",7,2022
"ref.organisation_inclusive","organisation.*inclusive","b58. [my organisation] is committed to creating a diverse and inclusive workplace (% strongly agree or agree)",7,2021
"ref.organisation_inclusive","organisation.*inclusive","b58: my organisation is committed to creating a diverse and inclusive workplace (% strongly agree or agree)",7,2020
"ref.organisation_inclusive","organisation.*inclusive","b58. my organisation is committed to creating a diverse and inclusive workplace",7,2019
"ref.organisation_we_they","organisation.*we.*they","b60. when i talk about [my organisation] i say ""we"" rather than ""they",7,2016
"ref.organisation_we_they","organisation.*we.*they","b60. when i talk about my organisation i say ""we"" rather than ""they"" (% strongly agree or agree)",7,2016
"ref.organisation_we_they","organisation.*we.*they","b61. when i talk about [my organisation] i say ""we"" rather than ""they",7,2015
"ref.organisation_we_they","organisation.*we.*they","b61. when i talk about my organisation i say ""we"" rather than ""they"" (% strongly agree or agree)",7,2015
"ref.organisation_we_they","organisation.*we.*they","b61. when i talk about [my organisation] i say ""we"" rather than ""they""",7,2014
"ref.organisation_we_they","organisation.*we.*they","b61. when i talk about [my organisation] i say ""we"" rather than ""they",7,2013
"ref.organisation_we_they","organisation.*we.*they","x04. when i talk about my organisation i say ""we"" rather than ""they"" (% strongly agree or agree)",7,2012
"wlb.happy_yesterday","happy.*yesterday","overall, how happy did you feel yesterday? (% selecting '7 to 10', where 10 is the most happy)",7,2024
"wlb.happy_yesterday","happy.*yesterday","w03 overall, how happy did you feel yesterday? (% selecting '7 to 10', where 10 is the most happy)",7,2024
"wlb.happy_yesterday","happy.*yesterday","w03. overall, how happy did you feel yesterday? (% selecting 7 to 10, where 10 is the most happy)",7,2023
"wlb.happy_yesterday","happy.*yesterday","w03. overall, how happy did you feel yesterday? (% rating 7-10, where 10 is 'completely happy')",7,2022
"wlb.happy_yesterday","happy.*yesterday","w03: overall, how happy did you feel yesterday? (% rating 7 to 10, where 10 is 'completely happy')",7,2020
"wlb.happy_yesterday","happy.*yesterday","w03. overall, how happy did you feel yesterday? (% 7-10) (0=not at all happy, 10=completely happy)",7,2019
"wlb.happy_yesterday","happy.*yesterday","w03. overall, how happy did you feel yesterday? (% rating 7-10)",7,2019
"wlb.perma_index","perma","perma index (high score means high flourishing)",7,2024
"wlb.perma_index","perma","perma_index perma index (high score means high flourishing)",7,2024
"wlb.perma_index","perma","perma_index. perma index (high score means high flourishing)",7,2023
"wlb.perma_index","perma","perma_index. perma index (indicates employees flourishing, higher score = high flourishing)",7,2021
"wlb.perma_index","perma","perma index",7,2020
"wlb.perma_index","perma","perma_index: perma index (higher score = high flourishing)",7,2020
"wlb.perma_index","perma","wellbeing: perma index (higher score = high flourishing)",7,2020
"wlb.satisfied_life","satisfied.*life","overall, how satisfied are you with your life nowadays? (% selecting '7 to 10', where 10 is the most satisfied)",7,2024
"wlb.satisfied_life","satisfied.*life","w01 overall, how satisfied are you with your life nowadays? (% selecting '7 to 10', where 10 is the most satisfied)",7,2024
"wlb.satisfied_life","satisfied.*life","w01. overall, how satisfied are you with your life nowadays? (% selecting 7 to 10, where 10 is the most satisfied)",7,2023
"wlb.satisfied_life","satisfied.*life","w01. overall, how satisfied are you with your life nowadays? (% rating 7-10, where 10 is 'completely satisfied')",7,2022
"wlb.satisfied_life","satisfied.*life","w01: overall, how satisfied are you with your life nowadays? (% rating 7 to 10, where 10 is 'completely satisfied')",7,2020
"wlb.satisfied_life","satisfied.*life","w01. overall, how satisfied are you with your life nowadays? (% 7-10) (0=not at all satisfied, 10=completely satisfied)",7,2019
"wlb.satisfied_life","satisfied.*life","w01. overall, how satisfied are you with your life nowadays? (% rating 7-10)",7,2019
"wlb.stress_index","proxy.stress","hse_index proxy stress index (high score means high stress)",7,2024
"wlb.stress_index","proxy.stress","proxy stress index (high score means high stress)",7,2024
"wlb.stress_index","proxy.stress","hse_index. proxy stress index (high score means high stress)",7,2023
"wlb.stress_index","proxy.stress","hse_index. proxy stress index (indicates employee stress, higher score = higher stress)",7,2021
"wlb.stress_index","proxy.stress","hse_index: proxy stress index (higher score = higher stress)",7,2020
"wlb.stress_index","proxy.stress","proxy stress index",7,2020
"wlb.stress_index","proxy.stress","wellbeing: proxy stress index (higher score = higher stress)",7,2020
"csc.understand_conduct","understand.*civil.service.code","d01a i understand the civil service code and what it means for my conduct (% selecting 'strongly agree' or 'agree')",6,2024
"csc.understand_conduct","understand.*civil.service.code","i understand the civil service code and what it means for my conduct (% selecting 'strongly agree' or 'agree')",6,2024
"csc.understand_conduct","understand.*civil.service.code","d01a. i understand the civil service code and what it means for my conduct (% selecting 'strongly agree' or 'agree')",6,2023
"csc.understand_conduct","understand.*civil.service.code","d01a. i understand the civil service code and what it means for my conduct (% strongly agree or agree)",6,2022
"csc.understand_conduct","understand.*civil.service.code","d01. i understand the civil service code and what it means for my conduct (% strongly agree or agree)",6,2021
"csc.understand_conduct","understand.*civil.service.code","d01. i understand the civil service code and what it means for my conduct (% strongly agree or agree) [note 3]",6,2021
"cul.challenge_inappropriate","challenge.*behaviour","b57 i feel able to challenge inappropriate behaviour in the workplace (% selecting 'strongly agree' or 'agree')",6,2024
"cul.challenge_inappropriate","challenge.*behaviour","i feel able to challenge inappropriate behaviour in the workplace (% selecting 'strongly agree' or 'agree')",6,2024
"cul.challenge_inappropriate","challenge.*behaviour","b57. i feel able to challenge inappropriate behaviour in the workplace (% selecting 'strongly agree' or 'agree')",6,2023
"cul.challenge_inappropriate","challenge.*behaviour","b57. i feel able to challenge inappropriate behaviour in the workplace (% strongly agree or agree)",6,2022
"cul.challenge_inappropriate","challenge.*behaviour","b57: i feel able to challenge inappropriate behaviour in the workplace (% strongly agree or agree)",6,2020
"cul.challenge_inappropriate","challenge.*behaviour","b57. i feel able to challenge inappropriate behaviour in the workplace",6,2019
"cul.speak_up_risk","speak.up","b56 in [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk (% selecting 'strongly agree' or 'agree')",6,2024
"cul.speak_up_risk","speak.up","in [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk (% selecting 'strongly agree' or 'agree')",6,2024
"cul.speak_up_risk","speak.up","b56. in [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk (% selecting 'strongly agree' or 'agree')",6,2023
"cul.speak_up_risk","speak.up","b56. in [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk (% strongly agree or agree)",6,2022
"cul.speak_up_risk","speak.up","b56: in [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk (% strongly agree or agree)",6,2020
"cul.speak_up_risk","speak.up","b56. in [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",6,2019
"dhb.reported_another_way","report.*another.way(\s\(|')","e05a_04 how did you report your experience of bullying and harassment? (% selecting 'in another way' of those who ticked at least one e05a option) [notes 8, 9]",6,2024
"dhb.reported_another_way","report.*another.way(\s\(|')","how did you report your experience of bullying and harassment? (% selecting 'in another way' of those who ticked at least one e05a option)",6,2024
"dhb.reported_another_way","report.*another.way(\s\(|')","e05a_04. how did you report your experience of bullying and harassment? (% selecting 'in another way (please specify)' of those ticking at least one e05a option)",6,2023
"dhb.reported_another_way","report.*another.way(\s\(|')","e05a_04. how did you report your experience of bullying and harassment? (% selecting 'in another way (please specify)') [notes 8, 9]",6,2023
"dhb.reported_another_way","report.*another.way(\s\(|')","e05a. how did you report your experience of bullying and harassment? in another way (% of those ticking at least one e05a option)",6,2022
"dhb.reported_another_way","report.*another.way(\s\(|')","e05a_04. how did you report your experience of bullying and harassment? (% selecting 'in another way') [note 3] [note 4]",6,2022
"int.why_leave_better_balance","why.*leave.*better.*balance","c02_07 why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'for a better work-life balance' of those who ticked at least one c02 option) [notes 7, 9]",6,2024
"int.why_leave_better_balance","why.*leave.*better.*balance","why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'for a better work-life balance' of those who ticked at least one c02 option)",6,2024
"int.why_leave_better_balance","why.*leave.*better.*balance","c02_07. why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'for a better work-life balance' of those ticking at least one c02 option)",6,2023
"int.why_leave_better_balance","why.*leave.*better.*balance","c02_07. why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'for a better work-life balance') [notes 6, 9]",6,2023
"int.why_leave_better_balance","why.*leave.*better.*balance","c02_07. why do you want to leave [organisation] immediately or within the next 12 months? (% selecting 'for a better work-life balance') [note 8]",6,2022
"int.why_leave_better_balance","why.*leave.*better.*balance","c02_07. why do you want to leave?: for a better work-life balance (% of those ticking at least one c02 option)",6,2022
"int.why_leave_better_pay","why.*leave.*better.*pay","c02_04 why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'for a better pay and benefit package' of those who ticked at least one c02 option) [notes 7, 9]",6,2024
"int.why_leave_better_pay","why.*leave.*better.*pay","why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'for a better pay and benefit package' of those who ticked at least one c02 option)",6,2024
"int.why_leave_better_pay","why.*leave.*better.*pay","c02_04. why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'for a better pay and benefit package' of those ticking at least one c02 option)",6,2023
"int.why_leave_better_pay","why.*leave.*better.*pay","c02_04. why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'for a better pay and benefit package') [notes 6, 9]",6,2023
"int.why_leave_better_pay","why.*leave.*better.*pay","c02_04. why do you want to leave [organisation] immediately or within the next 12 months? (% selecting 'for a better pay and benefit package') [note 8]",6,2022
"int.why_leave_better_pay","why.*leave.*better.*pay","c02_04. why do you want to leave?: for a better pay and benefit package (% of those ticking at least one c02 option)",6,2022
"int.why_leave_end_contract","why.*leave.*end.*contract","c02_01 why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'end of my current contract or loan' of those who ticked at least one c02 option) [notes 7, 9]",6,2024
"int.why_leave_end_contract","why.*leave.*end.*contract","why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'end of my current contract or loan' of those who ticked at least one c02 option)",6,2024
"int.why_leave_end_contract","why.*leave.*end.*contract","c02_01. why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'end of my current contract or loan' of those ticking at least one c02 option)",6,2023
"int.why_leave_end_contract","why.*leave.*end.*contract","c02_01. why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'end of my current contract or loan') [notes 6, 9]",6,2023
"int.why_leave_end_contract","why.*leave.*end.*contract","c02_01. why do you want to leave [organisation] immediately or within the next 12 months? (% selecting 'end of my current contract or loan') [note 8]",6,2022
"int.why_leave_end_contract","why.*leave.*end.*contract","c02_01. why do you want to leave?: end of my current contract or loan (% of those ticking at least one c02 option)",6,2022
"int.why_leave_external_promotion","why.*leave.*promotion.*outside","c02_03 why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'a promotion or career progression outside of the civil service' of those who ticked at least one c02 option) [notes 7, 9]",6,2024
"int.why_leave_external_promotion","why.*leave.*promotion.*outside","why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'a promotion or career progression outside of the civil service' of those who ticked at least one c02 option)",6,2024
"int.why_leave_external_promotion","why.*leave.*promotion.*outside","c02_03. why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'a promotion or career progression outside of the civil service' of those ticking at least one c02 option)",6,2023
"int.why_leave_external_promotion","why.*leave.*promotion.*outside","c02_03. why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'a promotion or career progression outside of the civil service') [notes 6, 9]",6,2023
"int.why_leave_external_promotion","why.*leave.*promotion.*outside","c02_03. why do you want to leave [organisation] immediately or within the next 12 months? (% selecting 'a promotion or career progression outside of the civil service') [note 8]",6,2022
"int.why_leave_external_promotion","why.*leave.*promotion.*outside","c02_03. why do you want to leave?: a promotion or career progression outside of the civil service (% of those ticking at least one c02 option)",6,2022
"int.why_leave_interesting_work","why.*leave.*interesting.work","c02_05 why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'for more interesting work' of those who ticked at least one c02 option) [notes 7, 9]",6,2024
"int.why_leave_interesting_work","why.*leave.*interesting.work","why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'for more interesting work' of those who ticked at least one c02 option)",6,2024
"int.why_leave_interesting_work","why.*leave.*interesting.work","c02_05. why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'for more interesting work' of those ticking at least one c02 option)",6,2023
"int.why_leave_interesting_work","why.*leave.*interesting.work","c02_05. why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'for more interesting work') [notes 6, 9]",6,2023
"int.why_leave_interesting_work","why.*leave.*interesting.work","c02_05. why do you want to leave [organisation] immediately or within the next 12 months? (% selecting 'for more interesting work') [note 8]",6,2022
"int.why_leave_interesting_work","why.*leave.*interesting.work","c02_05. why do you want to leave?: for more interesting work (% of those ticking at least one c02 option)",6,2022
"int.why_leave_internal_promotion","why.*leave.*promotion.*within","c02_02 why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'a promotion or career progression within the civil service' of those who ticked at least one c02 option) [notes 7, 9]",6,2024
"int.why_leave_internal_promotion","why.*leave.*promotion.*within","why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'a promotion or career progression within the civil service' of those who ticked at least one c02 option)",6,2024
"int.why_leave_internal_promotion","why.*leave.*promotion.*within","c02_02. why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'a promotion or career progression within the civil service' of those ticking at least one c02 option)",6,2023
"int.why_leave_internal_promotion","why.*leave.*promotion.*within","c02_02. why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'a promotion or career progression within the civil service') [notes 6, 9]",6,2023
"int.why_leave_internal_promotion","why.*leave.*promotion.*within","c02_02. why do you want to leave [organisation] immediately or within the next 12 months? (% selecting 'a promotion or career progression within the civil service') [note 8]",6,2022
"int.why_leave_internal_promotion","why.*leave.*promotion.*within","c02_02. why do you want to leave?: a promotion or career progression within the civil service (% of those ticking at least one c02 option)",6,2022
"int.why_leave_lack_inclusion","why.*leave.*inclusion","c02_08 why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'lack of inclusion and fair treatment' of those who ticked at least one c02 option) [notes 7, 9]",6,2024
"int.why_leave_lack_inclusion","why.*leave.*inclusion","why do you want to leave [my organisation] immediately or within the next 12 months? (% selecting 'lack of inclusion and fair treatment' of those who ticked at least one c02 option)",6,2024
