year,qid,base_labels
2014,team_enouraged_new,B21. The people in my team are encouraged to come up with new and better ways of doing things
2014,team_enouraged_new,B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)
2015,team_enouraged_new,B21. The people in my team are encouraged to come up with new and better ways of doing things
2015,team_enouraged_new,B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)
2016,team_enouraged_new,B21
2016,team_enouraged_new,B21. The people in my team are encouraged to come up with new and better ways of doing things
2016,team_enouraged_new,B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)
2017,team_enouraged_new,B20
2017,team_enouraged_new,B20. The people in my team are encouraged to come up with new and better ways of doing things
2017,team_enouraged_new,B20. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)
2018,team_enouraged_new,B20
2018,team_enouraged_new,B20. The people in my team are encouraged to come up with new and better ways of doing things
2018,team_enouraged_new,B20. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)
2019,team_enouraged_new,B20
2019,team_enouraged_new,B20. The people in my team are encouraged to come up with new and better ways of doing things
2019,team_enouraged_new,B20. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)
2020,team_enouraged_new,B20: The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)
2020,team_enouraged_new,B20. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)
2020,team_enouraged_new,The people in my team are encouraged to come up with new and better ways of doing things
2021,team_enouraged_new,B20. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)
2022,team_enouraged_new,B20. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)
2009,team_help,B19. The people in my team can be relied upon to help when things get difficult in my job
2009,team_help,B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)
2010,team_help,B19. The people in my team can be relied upon to help when things get difficult in my job
2010,team_help,B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)
2011,team_help,B19. The people in my team can be relied upon to help when things get difficult in my job
2011,team_help,B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)
2012,team_help,B19. The people in my team can be relied upon to help when things get difficult in my job
2012,team_help,B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)
2013,team_help,B19. The people in my team can be relied upon to help when things get difficult in my job
2013,team_help,B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)
2014,team_help,B19. The people in my team can be relied upon to help when things get difficult in my job
2014,team_help,B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)
2015,team_help,B19. The people in my team can be relied upon to help when things get difficult in my job
2015,team_help,B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)
2016,team_help,B19
2016,team_help,B19. The people in my team can be relied upon to help when things get difficult in my job
2016,team_help,B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)
2017,team_help,B18
2017,team_help,B18. The people in my team can be relied upon to help when things get difficult in my job
2017,team_help,B18. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)
2018,team_help,B18
2018,team_help,B18. The people in my team can be relied upon to help when things get difficult in my job
2018,team_help,B18. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)
2019,team_help,B18
2019,team_help,B18. The people in my team can be relied upon to help when things get difficult in my job
2019,team_help,B18. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)
2020,team_help,B18: The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)
2020,team_help,B18. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)
2020,team_help,The people in my team can be relied upon to help when things get difficult in my job
2021,team_help,B18. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)
2022,team_help,B18. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)
2009,team_improve_service,B20. The people in my team work together to find ways to improve the service we provide
2009,team_improve_service,B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)
2010,team_improve_service,B20. The people in my team work together to find ways to improve the service we provide
2010,team_improve_service,B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)
2011,team_improve_service,B20. The people in my team work together to find ways to improve the service we provide
2011,team_improve_service,B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)
2012,team_improve_service,B20. The people in my team work together to find ways to improve the service we provide
2012,team_improve_service,B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)
2013,team_improve_service,B20. The people in my team work together to find ways to improve the service we provide
2013,team_improve_service,B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)
2014,team_improve_service,B20. The people in my team work together to find ways to improve the service we provide
2014,team_improve_service,B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)
2015,team_improve_service,B20. The people in my team work together to find ways to improve the service we provide
2015,team_improve_service,B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)
2016,team_improve_service,B20
2016,team_improve_service,B20. The people in my team work together to find ways to improve the service we provide
2016,team_improve_service,B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)
2017,team_improve_service,B19
2017,team_improve_service,B19. The people in my team work together to find ways to improve the service we provide
2017,team_improve_service,B19. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)
2018,team_improve_service,B19
2018,team_improve_service,B19. The people in my team work together to find ways to improve the service we provide
2018,team_improve_service,B19. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)
2019,team_improve_service,B19
2019,team_improve_service,B19. The people in my team work together to find ways to improve the service we provide
2019,team_improve_service,B19. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)
2020,team_improve_service,B19: The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)
2020,team_improve_service,B19. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)
2020,team_improve_service,The people in my team work together to find ways to improve the service we provide
2021,team_improve_service,B19. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)
2022,team_improve_service,B19. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)
2020,team_wellbeing,The people in my team genuinely care about my wellbeing
2020,team_wellbeing,W08: The people in my team genuinely care about my wellbeing (% rating 'strongly agree' or 'agree')
2020,team_wellbeing,W08. The people in my team genuinely care about my wellbeing (% rating 'strongly agree' or 'agree')
2021,team_wellbeing,W08. The people in my team genuinely care about my wellbeing (% rating 'strongly agree' or 'agree')
2021,team_wellbeing,W08. The people in my team genuinely care about my wellbeing (% strongly agree or agree)
2022,team_wellbeing,W08. The people in my team genuinely care about my wellbeing (% strongly agree or agree)
2009,theme_inclusion,Inclusion and fair treatment
2009,theme_inclusion,Inclusion and fair treatment theme score (B26-B29)
2010,theme_inclusion,Inclusion and fair treatment
2010,theme_inclusion,Inclusion and fair treatment theme score (B26-B29 average)
2011,theme_inclusion,Inclusion and fair treatment
2011,theme_inclusion,Inclusion and fair treatment theme score (B26-B29 average)
2012,theme_inclusion,Inclusion and fair treatment
2012,theme_inclusion,Inclusion and fair treatment theme score (B26-B29)
2013,theme_inclusion,Inclusion and fair treatment
2013,theme_inclusion,Inclusion and fair treatment theme score (B26-B29)
2014,theme_inclusion,Inclusion and fair treatment
2014,theme_inclusion,Inclusion and fair treatment theme score (B26-B29)
2015,theme_inclusion,Inclusion and fair treatment
2015,theme_inclusion,Inclusion and fair treatment theme score (B26-B29)
2016,theme_inclusion,if_ts
2016,theme_inclusion,Inclusion and fair treatment
2016,theme_inclusion,Inclusion and fair treatment theme score (B26-B29)
2017,theme_inclusion,Inclusion and fair treatment
2017,theme_inclusion,Inclusion and fair treatment theme score (B25-B28)
2018,theme_inclusion,Inclusion and fair treatment
2018,theme_inclusion,Inclusion and fair treatment theme score (B25-B28)
2019,theme_inclusion,Inclusion and fair treatment
2019,theme_inclusion,"Inclusion and fair treatment theme score (% positive, B25-B28)"
2019,theme_inclusion,Inclusion and fair treatment theme score (B25-B28)
2020,theme_inclusion,"if_p: Inclusion and fair treatment theme score (% positive, B25 to B28) [3]"
2020,theme_inclusion,"Inclusion and fair treatment theme score (% positive, B25-B28)"
2021,theme_inclusion,"if_p. Inclusion and fair treatment theme score (% positive, B25-B28)"
2021,theme_inclusion,"if_ts. Inclusion and fair treatment theme score (% positive, B25-B28)"
2021,theme_inclusion,"Inclusion and fair treatment theme score (% positive, B25-B28)"
2022,theme_inclusion,C02_08. Why do you want to leave?: Lack of inclusion and fair treatment (% of those ticking at least one C02 option)
2022,theme_inclusion,"if_ts. Inclusion and fair treatment theme score (% positive, B25-B28)"
2022,theme_inclusion,"Inclusion and fair treatment theme score (% positive, B25-B28)"
2009,theme_leadership,Leadership and managing change
2009,theme_leadership,Leadership and managing change theme score (B40-B49)
2010,theme_leadership,Leadership and managing change
2010,theme_leadership,Leadership and managing change theme score (B40-B49 average)
2011,theme_leadership,Leadership and managing change
2011,theme_leadership,Leadership and managing change theme score (B40-B49 average)
2012,theme_leadership,Leadership and managing change
2012,theme_leadership,Leadership and managing change theme score (B40-B49)
2013,theme_leadership,Leadership and managing change
2013,theme_leadership,Leadership and managing change theme score (B40-B49)
2014,theme_leadership,Leadership and managging change
2014,theme_leadership,Leadership and managing change
2014,theme_leadership,Leadership and managing change theme score (B40-B49)
2015,theme_leadership,Leadership and managing change
2015,theme_leadership,Leadership and managing change theme score (B40-B49)
2016,theme_leadership,lc_ts
2016,theme_leadership,Leadership and managing change
2016,theme_leadership,Leadership and managing change theme score (B40-B49)
2017,theme_leadership,Leadership and managing change
2017,theme_leadership,Leadership and managing change 3
2017,theme_leadership,Leadership and managing change theme score (B38-B46)
2017,theme_leadership,Leadership and managing change1
2018,theme_leadership,Leadership and managing change
2018,theme_leadership,Leadership and managing change theme score (B38-B46)
2019,theme_leadership,Leadership and managing change
2019,theme_leadership,"Leadership and managing change theme score (% positive, B38-B46)"
2019,theme_leadership,Leadership and managing change theme score (B38-B46)
2020,theme_leadership,"lc_p: Leadership and managing change theme score (% positive, B38 to B46) [3]"
2020,theme_leadership,"Leadership and managing change theme score (% positive, B38-B46)"
2021,theme_leadership,"lc_p. Leadership and managing change theme score (% positive, B38-B46)"
2021,theme_leadership,"lc_ts. Leadership and managing change theme score (% positive, B38-B46)"
2021,theme_leadership,"Leadership and managing change theme score (% positive, B38-B46)"
2022,theme_leadership,"lc_ts. Leadership and managing change theme score (% positive, B38-B46)"
2022,theme_leadership,"Leadership and managing change theme score (% positive, B38-B46)"
2009,theme_learning,Learning and development
2009,theme_learning,Learning and development theme score (B22-B25)
2010,theme_learning,Learning and development
2010,theme_learning,Learning and development theme score (B22-B25 average)
2011,theme_learning,Learning and development
2011,theme_learning,Learning and development theme score (B22-B25 average)
2012,theme_learning,Learning and development
2012,theme_learning,Learning and development theme score (B22-B25)
2013,theme_learning,Learning and development
2013,theme_learning,Learning and development theme score (B22-B25)
2014,theme_learning,Learning and development
2014,theme_learning,Learning and development theme score (B22-B25)
2015,theme_learning,Learning and development
2015,theme_learning,Learning and development theme score (B22-B25)
2016,theme_learning,ld_ts
2016,theme_learning,Learning and development
2016,theme_learning,Learning and development theme score (B22-B25)
2017,theme_learning,Learning and development
2017,theme_learning,Learning and development theme score (B21-B24)
2018,theme_learning,Learning and development
2018,theme_learning,Learning and development theme score (B21-B24)
2019,theme_learning,Learning and development
2019,theme_learning,"Learning and development theme score (% positive, B21-B24)"
2019,theme_learning,Learning and development theme score (B21-B24)
2020,theme_learning,"ld_p: Learning and development theme score (% positive, B21 to B24) [3]"
2020,theme_learning,"Learning and development theme score (% positive, B21-B24)"
2021,theme_learning,"ld_p. Learning and development theme score (% positive, B21-B24)"
2021,theme_learning,"ld_ts. Learning and development theme score (% positive, B21-B24)"
2021,theme_learning,"Learning and development theme score (% positive, B21-B24)"
2022,theme_learning,"ld_ts. Learning and development theme score (% positive, B21-B24)"
2022,theme_learning,"Learning and development theme score (% positive, B21-B24)"
2009,theme_manager,My manager
2009,theme_manager,My manager theme score (B09-B18)
2010,theme_manager,My line manager theme score (B09-B18 average)
2010,theme_manager,My manager
2011,theme_manager,My line manager theme score (B09-B18 average)
2011,theme_manager,My manager
2012,theme_manager,My manager
2012,theme_manager,My manager theme score (B09-B18)
2013,theme_manager,My manager
2013,theme_manager,My manager theme score (B09-B18)
2014,theme_manager,My manager
2014,theme_manager,My manager theme score (B09-B18)
2015,theme_manager,My manager
2015,theme_manager,My manager theme score (B09-B18)
2016,theme_manager,lm_ts
2016,theme_manager,My manager
2016,theme_manager,My manager theme score (B09-B18)
2017,theme_manager,My manager
2017,theme_manager,My manager theme score (B08-B17)
2018,theme_manager,My manager
2018,theme_manager,My manager theme score (B08-B17)
2019,theme_manager,My manager
2019,theme_manager,"My manager theme score (% positive, B08-B17)"
2019,theme_manager,My manager theme score (B08-B17)
2020,theme_manager,"lm_p: My manager theme score (% positive, B08 to B17) [3]"
2020,theme_manager,"My manager theme score (% positive, B08-B17)"
2021,theme_manager,"lm_p. My manager theme score (% positive, B08-B17)"
2021,theme_manager,"lm_ts. My manager theme score (% positive, B08-B17)"
2021,theme_manager,"My manager theme score (% positive, B08-B17)"
2022,theme_manager,"lm_ts. My manager theme score (% positive, B08-B16) [note 1]"
2022,theme_manager,"My manager theme score (% positive, B08-B16)"
2009,theme_org_objectives,Organisational objectives and purpose
2009,theme_org_objectives,Organisational objectives and purpose theme score (B06-B08)
2010,theme_org_objectives,Organisational objectives and purpose
2010,theme_org_objectives,Organisational objectives and purpose theme score (B06-B08 average)
2011,theme_org_objectives,Organisational objectives and purpose
2011,theme_org_objectives,Organisational objectives and purpose theme score (B06-B08 average)
2012,theme_org_objectives,Organisational objectives and purpose
2012,theme_org_objectives,Organisational objectives and purpose theme score (B06-B08)
2013,theme_org_objectives,Organisational objectives and purpose
2013,theme_org_objectives,Organisational objectives and purpose theme score (B06-B08)
2014,theme_org_objectives,Organisational objectives and purpose
2014,theme_org_objectives,Organisational objectives and purpose theme score (B06-B08)
2015,theme_org_objectives,Organisational objectives and purpose
2015,theme_org_objectives,Organisational objectives and purpose theme score (B06-B08)
2016,theme_org_objectives,op_ts
2016,theme_org_objectives,Organisational objectives and purpose
2016,theme_org_objectives,Organisational objectives and purpose theme score (B06-B08)
2017,theme_org_objectives,Organisational objectives and purpose
2017,theme_org_objectives,Organisational objectives and purpose 3
2017,theme_org_objectives,Organisational objectives and purpose theme score (B06-B07)
2017,theme_org_objectives,Organisational objectives and purpose1
2018,theme_org_objectives,Organisational objectives and purpose
2018,theme_org_objectives,Organisational objectives and purpose theme score (B06-B07)
2019,theme_org_objectives,Organisational objectives and purpose
2019,theme_org_objectives,"Organisational objectives and purpose theme score (% positive, B06-B07)"
2019,theme_org_objectives,Organisational objectives and purpose theme score (B06-B07)
2020,theme_org_objectives,"op_p: Organisational objectives and purpose theme score (% positive, B06 to B07) [3]"
2020,theme_org_objectives,"Organisational objectives and purpose theme score (% positive, B06-B07)"
2021,theme_org_objectives,"op_p. Organisational objectives and purpose theme score (% positive, B06-B07)"
2021,theme_org_objectives,"op_ts. Organisational objectives and purpose theme score (% positive, B06-B07)"
2021,theme_org_objectives,"Organisational objectives and purpose theme score (% positive, B06-B07)"
2022,theme_org_objectives,"op_ts. Organisational objectives and purpose theme score (% positive, B06-B07)"
2022,theme_org_objectives,"Organisational objectives and purpose theme score (% positive, B06-B07)"
2009,theme_pay,Pay and benefits
2009,theme_pay,Pay and benefits theme score (B37-B39)
2010,theme_pay,Pay and benefits
2010,theme_pay,Pay and benefits theme score (B37-B39 average)
2011,theme_pay,Pay and benefits
2011,theme_pay,Pay and benefits theme score (B37-B39 average)
2012,theme_pay,Pay and benefits
2012,theme_pay,Pay and benefits theme score (B37-B39)
2013,theme_pay,Pay and benefits
2013,theme_pay,Pay and benefits theme score (B37-B39)
2014,theme_pay,Pay and benefits
2014,theme_pay,Pay and benefits theme score (B37-B39)
2014,theme_pay,Pay and beneifts
2015,theme_pay,Pay and benefits
2015,theme_pay,Pay and benefits theme score (B37-B39)
2016,theme_pay,Pay and benefits
2016,theme_pay,Pay and benefits theme score (B37-B39)
2016,theme_pay,pb_ts
2017,theme_pay,Pay and benefits
2017,theme_pay,Pay and benefits theme score (B35-B37)
2018,theme_pay,Pay and benefits
2018,theme_pay,Pay and benefits theme score (B35-B37)
2019,theme_pay,Pay and benefits
2019,theme_pay,"Pay and benefits theme score (% positive, B35-B37)"
2019,theme_pay,Pay and benefits theme score (B35-B37)
2020,theme_pay,"Pay and benefits theme score (% positive, B35-B37)"
2020,theme_pay,"pb_p: Pay and benefits theme score (% positive, B35 to B37) [3]"
2021,theme_pay,"Pay and benefits theme score (% positive, B35-B37)"
2021,theme_pay,"pb_p. Pay and benefits theme score (% positive, B35-B37)"
2021,theme_pay,"pb_ts. Pay and benefits theme score (% positive, B35-B37)"
2022,theme_pay,"Pay and benefits theme score (% positive, B35-B37)"
2022,theme_pay,"pb_ts. Pay and benefits theme score (% positive, B35-B37)"
2009,theme_resources,Resources and workload
2009,theme_resources,Resources and workload theme score (B30-B36)
2010,theme_resources,Resources and workload
2010,theme_resources,Resources and workload theme score (B30-B36 average)
2011,theme_resources,Resources and workload
2011,theme_resources,Resources and workload theme score (B30-B36 average)
2012,theme_resources,Resources and workload
2012,theme_resources,Resources and workload theme score (B30-B36)
2013,theme_resources,Resources and workload
2013,theme_resources,Resources and workload theme score (B30-B36)
2014,theme_resources,Resources and workload
2014,theme_resources,Resources and workload theme score (B30-B36)
2015,theme_resources,Resources and workload
2015,theme_resources,Resources and workload theme score (B30-B36)
2016,theme_resources,Resources and workload
2016,theme_resources,Resources and workload theme score (B30-B36)
2016,theme_resources,rw_ts
2017,theme_resources,Resources and workload
2017,theme_resources,Resources and workload 3
2017,theme_resources,Resources and workload theme score (B29-B34)
2017,theme_resources,Resources and workload1
2018,theme_resources,Resources and workload
2018,theme_resources,Resources and workload theme score (B29-B34)
2019,theme_resources,Resources and workload
2019,theme_resources,"Resources and workload theme score (% positive, B29-B34)"
2019,theme_resources,Resources and workload theme score (B29-B34)
2020,theme_resources,"Resources and workload theme score (% positive, B29-B34)"
2020,theme_resources,"rw_p: Resources and workload theme score (% positive, B29 to B34) [3]"
2021,theme_resources,"Resources and workload theme score (% positive, B29-B34)"
2021,theme_resources,"rw_p. Resources and workload theme score (% positive, B29-B34)"
2021,theme_resources,"rw_ts. Resources and workload theme score (% positive, B29-B34)"
2022,theme_resources,"Resources and workload theme score (% positive, B29-B34)"
2022,theme_resources,"rw_ts. Resources and workload theme score (% positive, B29-B34)"
2009,theme_team,My team
2009,theme_team,My team theme score (B19-B21)
2010,theme_team,My team
2010,theme_team,My team theme score (B19-B21 average)
2011,theme_team,My team
2011,theme_team,My team theme score (B19-B21 average)
2012,theme_team,My team
2012,theme_team,My team theme score (B19-B21)
2013,theme_team,My team
2013,theme_team,My team theme score (B19-B21)
2014,theme_team,My team
2014,theme_team,My team theme score (B19-B21)
2015,theme_team,My team
2015,theme_team,My team theme score (B19-B21)
2016,theme_team,mt_ts
2016,theme_team,My team
2016,theme_team,My team theme score (B19-B21)
2017,theme_team,My team
2017,theme_team,My team theme score (B18-B20)
2018,theme_team,My team
2018,theme_team,My team theme score (B18-B20)
2019,theme_team,My team
2019,theme_team,"My team theme score (% positive, B18-B20)"
2019,theme_team,My team theme score (B18-B20)
2020,theme_team,"mt_p: My team theme score (% positive, B18 to B20) [3]"
2020,theme_team,"My team theme score (% positive, B18-B20)"
2021,theme_team,"mt_p. My team theme score (% positive, B18-B20)"
2021,theme_team,"mt_ts. My team theme score (% positive, B18-B20)"
2021,theme_team,"My team theme score (% positive, B18-B20)"
2022,theme_team,"mt_ts. My team theme score (% positive, B18-B20)"
2022,theme_team,"My team theme score (% positive, B18-B20)"
2009,theme_work,My work
2009,theme_work,My work theme score (B01-B05)
2010,theme_work,My work
2010,theme_work,My work theme score (B01-B05 average)
2011,theme_work,My work
2011,theme_work,My work theme score (B01-B05 average)
2012,theme_work,My work
2012,theme_work,My work theme score (B01-B05)
2013,theme_work,My work
2013,theme_work,My work theme score (B01-B05)
2014,theme_work,My work
2014,theme_work,My work theme score (B01-B05)
2015,theme_work,My work
2015,theme_work,My work theme score (B01-B05)
2016,theme_work,mw_ts
2016,theme_work,My work
2016,theme_work,My work theme score (B01-B05)
2017,theme_work,My work
2017,theme_work,My work theme score (B01-B05)
2018,theme_work,My work
2018,theme_work,My work theme score (B01-B05)
2019,theme_work,My work
2019,theme_work,"My work theme score (% positive, B01-B05)"
2019,theme_work,My work theme score (B01-B05)
2020,theme_work,"mw_p: My work theme score (% positive, B01 to B05) [3]"
2020,theme_work,"My work theme score (% positive, B01-B05)"
2021,theme_work,"mw_p. My work theme score (% positive, B01-B05)"
2021,theme_work,"mw_ts. My work theme score (% positive, B01-B05)"
2021,theme_work,"My work theme score (% positive, B01-B05)"
2022,theme_work,"mw_ts. My work theme score (% positive, B01-B05)"
2022,theme_work,"My work theme score (% positive, B01-B05)"
2009,treated_fairly,B26. I am treated fairly at work
2009,treated_fairly,B26. I am treated fairly at work (% strongly agree or agree)
2010,treated_fairly,B26. I am treated fairly at work
2010,treated_fairly,B26. I am treated fairly at work (% strongly agree or agree)
2011,treated_fairly,B26. I am treated fairly at work
2011,treated_fairly,B26. I am treated fairly at work (% strongly agree or agree)
2012,treated_fairly,B26. I am treated fairly at work
2012,treated_fairly,B26. I am treated fairly at work (% strongly agree or agree)
2013,treated_fairly,B26. I am treated fairly at work
2013,treated_fairly,B26. I am treated fairly at work (% strongly agree or agree)
2014,treated_fairly,B26. I am treated fairly at work
2014,treated_fairly,B26. I am treated fairly at work (% strongly agree or agree)
2015,treated_fairly,B26. I am treated fairly at work
2015,treated_fairly,B26. I am treated fairly at work (% strongly agree or agree)
2016,treated_fairly,B26
2016,treated_fairly,B26. I am treated fairly at work
2016,treated_fairly,B26. I am treated fairly at work (% strongly agree or agree)
2017,treated_fairly,B25
2017,treated_fairly,B25. I am treated fairly at work
2017,treated_fairly,B25. I am treated fairly at work (% strongly agree or agree)
2018,treated_fairly,B25
2018,treated_fairly,B25. I am treated fairly at work
2018,treated_fairly,B25. I am treated fairly at work (% strongly agree or agree)
2019,treated_fairly,B25
2019,treated_fairly,B25. I am treated fairly at work
2019,treated_fairly,B25. I am treated fairly at work (% strongly agree or agree)
2020,treated_fairly,B25: I am treated fairly at work (% strongly agree or agree)
2020,treated_fairly,B25. I am treated fairly at work (% strongly agree or agree)
2020,treated_fairly,I am treated fairly at work
2021,treated_fairly,B25. I am treated fairly at work (% strongly agree or agree)
2022,treated_fairly,B25. I am treated fairly at work (% strongly agree or agree)
2009,treated_respect,B27. I am treated with respect by the people I work with
2009,treated_respect,B27. I am treated with respect by the people I work with (% strongly agree or agree)
2010,treated_respect,B27. I am treated with respect by the people I work with
2010,treated_respect,B27. I am treated with respect by the people I work with (% strongly agree or agree)
2011,treated_respect,B27. I am treated with respect by the people I work with
2011,treated_respect,B27. I am treated with respect by the people I work with (% strongly agree or agree)
2012,treated_respect,B27. I am treated with respect by the people I work with
2012,treated_respect,B27. I am treated with respect by the people I work with (% strongly agree or agree)
2013,treated_respect,B27. I am treated with respect by the people I work with
2013,treated_respect,B27. I am treated with respect by the people I work with (% strongly agree or agree)
2014,treated_respect,B27. I am treated with respect by the people I work with
2014,treated_respect,B27. I am treated with respect by the people I work with (% strongly agree or agree)
2015,treated_respect,B27. I am treated with respect by the people I work with
2015,treated_respect,B27. I am treated with respect by the people I work with (% strongly agree or agree)
2016,treated_respect,B27
2016,treated_respect,B27. I am treated with respect by the people I work with
2016,treated_respect,B27. I am treated with respect by the people I work with (% strongly agree or agree)
2017,treated_respect,B26
2017,treated_respect,B26. I am treated with respect by the people I work with
2017,treated_respect,B26. I am treated with respect by the people I work with (% strongly agree or agree)
2018,treated_respect,B26
2018,treated_respect,B26. I am treated with respect by the people I work with
2018,treated_respect,B26. I am treated with respect by the people I work with (% strongly agree or agree)
2019,treated_respect,B26
2019,treated_respect,B26. I am treated with respect by the people I work with
2019,treated_respect,B26. I am treated with respect by the people I work with (% strongly agree or agree)
2020,treated_respect,B26: I am treated with respect by the people I work with (% strongly agree or agree)
2020,treated_respect,B26. I am treated with respect by the people I work with (% strongly agree or agree)
2020,treated_respect,I am treated with respect by the people I work with
2021,treated_respect,B26. I am treated with respect by the people I work with (% strongly agree or agree)
2022,treated_respect,B26. I am treated with respect by the people I work with (% strongly agree or agree)
2022,trust_location,"B59F. My manager trusts me to do my job effectively, even if I am not working from the same location as them (% strongly agree or agree)"
2009,trusted_job,B58. I am trusted to carry out my job effectively
2010,trusted_job,B58. I am trusted to carry out my job effectively
2011,trusted_job,B58. I am trusted to carry out my job effectively
2012,trusted_job,B58. I am trusted to carry out my job effectively
2012,trusted_job,X01. I am trusted to carry out my job effectively (% strongly agree or agree)
2013,trusted_job,B58. I am trusted to carry out my job effectively
2013,trusted_job,B58. I am trusted to carry out my job effectively (% strongly agree or agree)
2014,trusted_job,B58. I am trusted to carry out my job effectively
2014,trusted_job,B58. I am trusted to carry out my job effectively (% strongly agree or agree)
2015,trusted_job,B58. I am trusted to carry out my job effectively
2015,trusted_job,B58. I am trusted to carry out my job effectively (% strongly agree or agree)
2016,trusted_job,B58
2016,trusted_job,B58. I am trusted to carry out my job effectively
2016,trusted_job,B58. I am trusted to carry out my job effectively (% strongly agree or agree)
2017,trusted_job,B54
2017,trusted_job,B54. I am trusted to carry out my job effectively
2017,trusted_job,B54. I am trusted to carry out my job effectively (% strongly agree or agree)
2018,trusted_job,B54
2018,trusted_job,B54. I am trusted to carry out my job effectively
2018,trusted_job,B54. I am trusted to carry out my job effectively (% strongly agree or agree)
2019,trusted_job,B54
2019,trusted_job,B54. I am trusted to carry out my job effectively
2019,trusted_job,B54. I am trusted to carry out my job effectively (% strongly agree or agree)
2020,trusted_job,B54: I am trusted to carry out my job effectively (% strongly agree or agree)
2020,trusted_job,B54. I am trusted to carry out my job effectively (% strongly agree or agree)
2020,trusted_job,I am trusted to carry out my job effectively
2021,trusted_job,B54. I am trusted to carry out my job effectively (% strongly agree or agree)
2022,trusted_job,B54. I am trusted to carry out my job effectively (% strongly agree or agree)
2021,understand_cscode,D01. I understand the Civil Service Code and what it means for my conduct (% strongly agree or agree)
2021,understand_cscode,D01. I understand the Civil Service Code and what it means for my conduct (% strongly agree or agree) [note 3]
2022,understand_cscode,D01A. I understand the Civil Service Code and what it means for my conduct (% strongly agree or agree)
2009,valued_work,B28. I feel valued for the work I do
2009,valued_work,B28. I feel valued for the work I do (% strongly agree or agree)
2010,valued_work,B28. I feel valued for the work I do
2010,valued_work,B28. I feel valued for the work I do (% strongly agree or agree)
2011,valued_work,B28. I feel valued for the work I do
2011,valued_work,B28. I feel valued for the work I do (% strongly agree or agree)
2012,valued_work,B28. I feel valued for the work I do
2012,valued_work,B28. I feel valued for the work I do (% strongly agree or agree)
2013,valued_work,B28. I feel valued for the work I do
2013,valued_work,B28. I feel valued for the work I do (% strongly agree or agree)
2014,valued_work,B28. I feel valued for the work I do
2014,valued_work,B28. I feel valued for the work I do (% strongly agree or agree)
2015,valued_work,B28. I feel valued for the work I do
2015,valued_work,B28. I feel valued for the work I do (% strongly agree or agree)
2016,valued_work,B28
2016,valued_work,B28. I feel valued for the work I do
2016,valued_work,B28. I feel valued for the work I do (% strongly agree or agree)
2017,valued_work,B27
2017,valued_work,B27. I feel valued for the work I do
2017,valued_work,B27. I feel valued for the work I do (% strongly agree or agree)
2018,valued_work,B27
2018,valued_work,B27. I feel valued for the work I do
2018,valued_work,B27. I feel valued for the work I do (% strongly agree or agree)
2019,valued_work,B27
2019,valued_work,B27. I feel valued for the work I do
2019,valued_work,B27. I feel valued for the work I do (% strongly agree or agree)
2020,valued_work,B27: I feel valued for the work I do (% strongly agree or agree)
