obj,obj_class,obj_vals,stripped_vals
qm_2021_dem,character,E02_02. On which of the following grounds were you discriminated against? Caring responsibilities (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? caring responsibilities (% of those ticking at least one
qm_2021_dem,character,E02_03. On which of the following grounds were you discriminated against? Disability (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? disability (% of those ticking at least one
qm_2021_dem,character,E02_04. On which of the following grounds were you discriminated against? Ethnic background (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? ethnic background (% of those ticking at least one
qm_2021_dem,character,E02_05. On which of the following grounds were you discriminated against? Gender (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? gender (% of those ticking at least one
qm_2021_dem,character,E02_06. On which of the following grounds were you discriminated against? Gender reassignment or perceived gender (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? gender reassignment or perceived gender (% of those ticking at least one
qm_2021_dem,character,E02_07. On which of the following grounds were you discriminated against? Grade or responsibility level (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? grade or responsibility level (% of those ticking at least one
qm_2021_dem,character,"E02_08. On which of the following grounds were you discriminated against? Main spoken, written language or language ability (% of those ticking at least one E02 option) [note 4]","on which of the following grounds were you discriminated against? main spoken, written language or language ability (% of those ticking at least one"
qm_2021_dem,character,E02_09. On which of the following grounds were you discriminated against? Marital status or civil partnership (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? marital status or civil partnership (% of those ticking at least one
qm_2021_dem,character,E02_10. On which of the following grounds were you discriminated against? Mental health (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? mental health (% of those ticking at least one
qm_2021_dem,character,E02_11. On which of the following grounds were you discriminated against? Pay (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? pay (% of those ticking at least one
qm_2021_dem,character,"E02_12. On which of the following grounds were you discriminated against? Pregnancy, maternity or paternity (% of those ticking at least one E02 option) [note 4]","on which of the following grounds were you discriminated against? pregnancy, maternity or paternity (% of those ticking at least one"
qm_2021_dem,character,E02_13. On which of the following grounds were you discriminated against? Religion or belief (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? religion or belief (% of those ticking at least one
qm_2021_dem,character,E02_14. On which of the following grounds were you discriminated against? Sex (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? sex (% of those ticking at least one
qm_2021_dem,character,E02_15. On which of the following grounds were you discriminated against? Sexual orientation (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? sexual orientation (% of those ticking at least one
qm_2021_dem,character,E02_16. On which of the following grounds were you discriminated against? Social or educational background (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? social or educational background (% of those ticking at least one
qm_2021_dem,character,E02_17. On which of the following grounds were you discriminated against? Working location (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? working location (% of those ticking at least one
qm_2021_dem,character,E02_18. On which of the following grounds were you discriminated against? Working pattern (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? working pattern (% of those ticking at least one
qm_2021_dem,character,E02_19. On which of the following grounds were you discriminated against? Any other grounds (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? any other grounds (% of those ticking at least one
qm_2021_dem,character,E02_20. On which of the following grounds were you discriminated against? Prefer not to say (% of those ticking at least one E02 option) [note 4],on which of the following grounds were you discriminated against? prefer not to say (% of those ticking at least one
qm_2021_dem,character,"E03. Have you been bullied or harassed at work, in the past 12 months? (% yes)","have you been bullied or harassed at work, in the past 12 months? (% yes)"
qm_2021_dem,character,E03A_01. How would you describe the nature of the bullying and harassment you experienced? Comments about my personal appearance or accent (% of those ticking at least one E03A option) [note 5],how would you describe the nature of the bullying and harassment you experienced? comments about my personal appearance or accent (% of those ticking at least one
qm_2021_dem,character,"E03A_02. How would you describe the nature of the bullying and harassment you experienced? Sexual harassment (for example, sexual comments or jokes, unwelcome sexual advances, touching or assault) (% of those ticking at least one E03A option) [note 5]","how would you describe the nature of the bullying and harassment you experienced? sexual harassment (for example, sexual comments or jokes, unwelcome sexual advances, touching or assault) (% of those ticking at least one"
qm_2021_dem,character,E03A_03. How would you describe the nature of the bullying and harassment you experienced? Spreading gossip or making false accusations about me (% of those ticking at least one E03A option) [note 5],how would you describe the nature of the bullying and harassment you experienced? spreading gossip or making false accusations about me (% of those ticking at least one
qm_2021_dem,character,"E03A_04. How would you describe the nature of the bullying and harassment you experienced? Intimidation, or verbal or written aggression (for example, shouting, making threats, sending aggressive emails) (% of those ticking at least one E03A option) [note 5]","how would you describe the nature of the bullying and harassment you experienced? intimidation, or verbal or written aggression (for example, shouting, making threats, sending aggressive emails) (% of those ticking at least one"
qm_2021_dem,character,"E03A_05. How would you describe the nature of the bullying and harassment you experienced? Physical assault (for example, object thrown at me, pushed, hit) (% of those ticking at least one E03A option) [note 5]","how would you describe the nature of the bullying and harassment you experienced? physical assault (for example, object thrown at me, pushed, hit) (% of those ticking at least one"
qm_2021_dem,character,E03A_06. How would you describe the nature of the bullying and harassment you experienced? Humiliated in front of team or others (% of those ticking at least one E03A option) [note 5],how would you describe the nature of the bullying and harassment you experienced? humiliated in front of team or others (% of those ticking at least one
qm_2021_dem,character,E03A_07. How would you describe the nature of the bullying and harassment you experienced? Negative micromanagement (% of those ticking at least one E03A option) [note 5],how would you describe the nature of the bullying and harassment you experienced? negative micromanagement (% of those ticking at least one
qm_2021_dem,character,"E03A_08. How would you describe the nature of the bullying and harassment you experienced? Removal of job responsibilities, unconstructive criticism, or changing expectations (% of those ticking at least one E03A option) [note 5]","how would you describe the nature of the bullying and harassment you experienced? removal of job responsibilities, unconstructive criticism, or changing expectations (% of those ticking at least one"
qm_2021_dem,character,E03A_09. How would you describe the nature of the bullying and harassment you experienced? Treated less favourably to others (% of those ticking at least one E03A option) [note 5],how would you describe the nature of the bullying and harassment you experienced? treated less favourably to others (% of those ticking at least one
qm_2021_dem,character,"E03A_10. How would you describe the nature of the bullying and harassment you experienced? Ignored, excluded, marginalised (% of those ticking at least one E03A option) [note 5]","how would you describe the nature of the bullying and harassment you experienced? ignored, excluded, marginalised (% of those ticking at least one"
qm_2021_dem,character,E03A_11. How would you describe the nature of the bullying and harassment you experienced? Undermining or taking credit for my work (% of those ticking at least one E03A option) [note 5],how would you describe the nature of the bullying and harassment you experienced? undermining or taking credit for my work (% of those ticking at least one
qm_2021_dem,character,E03A_12. How would you describe the nature of the bullying and harassment you experienced? Denied time off for personal ill health (% of those ticking at least one E03A option) [note 5],how would you describe the nature of the bullying and harassment you experienced? denied time off for personal ill health (% of those ticking at least one
qm_2021_dem,character,E03A_13. How would you describe the nature of the bullying and harassment you experienced? Denied time off for family or caring responsibilities (% of those ticking at least one E03A option) [note 5],how would you describe the nature of the bullying and harassment you experienced? denied time off for family or caring responsibilities (% of those ticking at least one
qm_2021_dem,character,E03A_14. How would you describe the nature of the bullying and harassment you experienced? Disclosure of personal or sensitive information to colleagues without my consent (% of those ticking at least one E03A option) [note 5],how would you describe the nature of the bullying and harassment you experienced? disclosure of personal or sensitive information to colleagues without my consent (% of those ticking at least one
qm_2021_dem,character,E03A_15. How would you describe the nature of the bullying and harassment you experienced? Unhelpful comments about my mental health or being off sick (% of those ticking at least one E03A option) [note 5],how would you describe the nature of the bullying and harassment you experienced? unhelpful comments about my mental health or being off sick (% of those ticking at least one
qm_2021_dem,character,E03A_16. How would you describe the nature of the bullying and harassment you experienced? Something else not listed here (% of those ticking at least one E03A option) [note 5],how would you describe the nature of the bullying and harassment you experienced? something else not listed here (% of those ticking at least one
qm_2021_dem,character,E03A_17. How would you describe the nature of the bullying and harassment you experienced? Prefer not to say (% of those ticking at least one E03A option) [note 5],how would you describe the nature of the bullying and harassment you experienced? prefer not to say (% of those ticking at least one
qm_2021_dem,character,"E04_01. Who bullied or harassed you? A colleague in my area, directorate or division (% of those ticking at least one E03A option) [note 5]","who bullied or harassed you? a colleague in my area, directorate or division (% of those ticking at least one"
qm_2021_dem,character,"E04_02. Who bullied or harassed you? A colleague in a different area, directorate, division of [my organisation] (% of those ticking at least one E04 option) [note 5]","who bullied or harassed you? a colleague in a different area, directorate, division of my organisation (% of those ticking at least one"
qm_2021_dem,character,E04_03. Who bullied or harassed you? My manager (% of those ticking at least one E04 option) [note 5],who bullied or harassed you? my manager (% of those ticking at least one
qm_2021_dem,character,E04_04. Who bullied or harassed you? Another senior member of staff in [my organisation] (% of those ticking at least one E04 option) [note 5],who bullied or harassed you? another senior member of staff in my organisation (% of those ticking at least one
qm_2021_dem,character,E04_05. Who bullied or harassed you? Someone I manage (% of those ticking at least one E04 option) [note 5],who bullied or harassed you? someone i manage (% of those ticking at least one
qm_2021_dem,character,E04_06. Who bullied or harassed you? Someone working in a different Civil Service organisation (% of those ticking at least one E04 option) [note 5],who bullied or harassed you? someone working in a different civil service organisation (% of those ticking at least one
qm_2021_dem,character,E04_07. Who bullied or harassed you? Someone working for a non-Civil Service organisation (% of those ticking at least one E04 option) [note 5],who bullied or harassed you? someone working for a non-civil service organisation (% of those ticking at least one
qm_2021_dem,character,E04_08. Who bullied or harassed you? A contractor (% of those ticking at least one E04 option) [note 5],who bullied or harassed you? a contractor (% of those ticking at least one
qm_2021_dem,character,"E04_09. Who bullied or harassed you? A service user (for example, customer, claimant, offender) (% of those ticking at least one E04 option) [note 5]","who bullied or harassed you? a service user (for example, customer, claimant, offender) (% of those ticking at least one"
qm_2021_dem,character,E04_10. Who bullied or harassed you? A member of the public (% of those ticking at least one E04 option) [note 5],who bullied or harassed you? a member of the public (% of those ticking at least one
qm_2021_dem,character,E04_11. Who bullied or harassed you? Someone else not listed here (% of those ticking at least one E04 option) [note 5],who bullied or harassed you? someone else not listed here (% of those ticking at least one
qm_2021_dem,character,E04_12. Who bullied or harassed you? Prefer not to say (% of those ticking at least one E04 option) [note 5],who bullied or harassed you? prefer not to say (% of those ticking at least one
qm_2021_dem,character,E05. Did you report your experience of bullying and harassment? (% yes) [note 5],did you report your experience of bullying and harassment? (% yes)
qm_2021_dem,character,E06_A. Was appropriate action taken to address the behaviour you experienced? (% yes) [note 5],a. was appropriate action taken to address the behaviour you experienced? (% yes)
qm_2021_dem,character,E06_B. Has the bullying and harassment stopped? (% yes) [note 5],b. has the bullying and harassment stopped? (% yes)
qm_2021_dem,character,E06_C. Does the culture where you work allow this kind of behaviour to continue? (% yes) [note 5],c. does the culture where you work allow this kind of behaviour to continue? (% yes)
qm_2021_dem,character,E06_D. Did you feel like you were punished for reporting the incident? (% yes) [note 5],d. did you feel like you were punished for reporting the incident? (% yes)
qm_2021_dem,character,"W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10, where 10 is 'completely satisfied')","overall, how satisfied are you with your life nowadays? (% rating 7-10, where 10 is 'completely satisfied')"
qm_2021_dem,character,"W02. Overall, to what extent do you feel that things you do in your life are worthwhile? (% rating 7-10, where 10 is 'worthwhile')","overall, to what extent do you feel that things you do in your life are worthwhile? (% rating 7-10, where 10 is 'worthwhile')"
qm_2021_dem,character,"W03. Overall, how happy did you feel yesterday? (% rating 7-10, where 10 is 'completely happy')","overall, how happy did you feel yesterday? (% rating 7-10, where 10 is 'completely happy')"
qm_2021_dem,character,"W04. Overall, how anxious did you feel yesterday? (% rating 6-10, where 10 is 'completely anxious')","overall, how anxious did you feel yesterday? (% rating 6-10, where 10 is 'completely anxious')"
qm_2021_dem,character,"J04B. In general, how would you rate your overall mental health now? (% rating 'excellent', 'very good' or 'good')","in general, how would you rate your overall mental health now? (% rating 'excellent', 'very good' or 'good')"
qm_2021_dem,character,"W05. In general, how would you rate your overall physical health now? (% rating 'excellent', 'very good' or 'good')","in general, how would you rate your overall physical health now? (% rating 'excellent', 'very good' or 'good')"
qm_2021_dem,character,W07. How often do you feel lonely? (% rating 'often or always'),how often do you feel lonely? (% rating 'often or always')
qm_2021_dem,character,W08. The people in my team genuinely care about my wellbeing (% rating 'strongly agree' or 'agree'),the people in my team genuinely care about my wellbeing (% rating 'strongly agree' or 'agree')
qm_2021_dem,character,"HSE_index. Proxy Stress Index (indicates employee stress, higher score = higher stress)",hse index. proxy stress index
qm_2021_dem,character,"PERMA_index. PERMA Index (indicates employees flourishing, higher score = high flourishing)",perma index. perma index
qm_2021_dem_org,character,Count,count
qm_2021_dem_org,character,ees. Employee engagement score (mean of weighted scores for B47-B51),employee engagement score
qm_2021_dem_org,character,"mw_p. My work theme score (% positive, B01-B05)","mw p. my work theme score (% positive, b01-"
qm_2021_dem_org,character,"op_p. Organisational objectives and purpose theme score (% positive, B06-B07)","op p. organisational objectives and purpose theme score (% positive, b06-"
qm_2021_dem_org,character,"lm_p. My manager theme score (% positive, B08-B17)","lm p. my manager theme score (% positive, b08-"
qm_2021_dem_org,character,"mt_p. My team theme score (% positive, B18-B20)","mt p. my team theme score (% positive, b18-"
qm_2021_dem_org,character,"ld_p. Learning and development theme score (% positive, B21-B24)","ld p. learning and development theme score (% positive, b21-"
qm_2021_dem_org,character,"if_p. Inclusion and fair treatment theme score (% positive, B25-B28)","if p. inclusion and fair treatment theme score (% positive, b25-"
qm_2021_dem_org,character,"rw_p. Resources and workload theme score (% positive, B29-B34)","rw p. resources and workload theme score (% positive, b29-"
qm_2021_dem_org,character,"pb_p. Pay and benefits theme score (% positive, B35-B37)","pb p. pay and benefits theme score (% positive, b35-"
qm_2021_dem_org,character,"lc_p. Leadership and managing change theme score (% positive, B38-B46)","lc p. leadership and managing change theme score (% positive, b38-"
qm_2021_dem_org,character,E01. Have you been discriminated against at work in the last 12 months? (% yes),have you been discriminated against at work in the last 12 months? (% yes)
qm_2021_dem_org,character,"E03. Have you been bullied or harassed at work, in the past 12 months? (% yes)","have you been bullied or harassed at work, in the past 12 months? (% yes)"
qm_2021_mean,tbl_df,Employee engagement index (B47-B51),employee engagement index
qm_2021_mean,tbl_df,"My work theme score (% positive, B01-B05)","my work theme score (% positive, b01-"
qm_2021_mean,tbl_df,"Organisational objectives and purpose theme score (% positive, B06-B07)","organisational objectives and purpose theme score (% positive, b06-"
qm_2021_mean,tbl_df,"My manager theme score (% positive, B08-B17)","my manager theme score (% positive, b08-"
qm_2021_mean,tbl_df,"My team theme score (% positive, B18-B20)","my team theme score (% positive, b18-"
qm_2021_mean,tbl_df,"Learning and development theme score (% positive, B21-B24)","learning and development theme score (% positive, b21-"
qm_2021_mean,tbl_df,"Inclusion and fair treatment theme score (% positive, B25-B28)","inclusion and fair treatment theme score (% positive, b25-"
qm_2021_mean,tbl_df,"Resources and workload theme score (% positive, B29-B34)","resources and workload theme score (% positive, b29-"
qm_2021_mean,tbl_df,"Pay and benefits theme score (% positive, B35-B37)","pay and benefits theme score (% positive, b35-"
qm_2021_mean,tbl_df,"Leadership and managing change theme score (% positive, B38-B46)","leadership and managing change theme score (% positive, b38-"
qm_2021_mean,tbl_df,B01. I am interested in my work (% strongly agree or agree),i am interested in my work
qm_2021_mean,tbl_df,B02. I am sufficiently challenged by my work (% strongly agree or agree),i am sufficiently challenged by my work
qm_2021_mean,tbl_df,B03. My work gives me a sense of personal accomplishment (% strongly agree or agree),my work gives me a sense of personal accomplishment
qm_2021_mean,tbl_df,B04. I feel involved in the decisions that affect my work (% strongly agree or agree),i feel involved in the decisions that affect my work
qm_2021_mean,tbl_df,B05. I have a choice in deciding how I do my work (% strongly agree or agree),i have a choice in deciding how i do my work
qm_2021_mean,tbl_df,B06. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree),i have a clear understanding of my organisation's objectives
qm_2021_mean,tbl_df,B07. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree),i understand how my work contributes to my organisation's objectives
qm_2021_mean,tbl_df,B08. My manager motivates me to be more effective in my job (% strongly agree or agree),my manager motivates me to be more effective in my job
qm_2021_mean,tbl_df,B09. My manager is considerate of my life outside work (% strongly agree or agree),my manager is considerate of my life outside work
qm_2021_mean,tbl_df,B10. My manager is open to my ideas (% strongly agree or agree),my manager is open to my ideas
qm_2021_mean,tbl_df,B11. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree),my manager helps me to understand how i contribute to my organisation's objectives
qm_2021_mean,tbl_df,"B12. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)","overall, i have confidence in the decisions made by my manager"
qm_2021_mean,tbl_df,B13. My manager recognises when I have done my job well (% strongly agree or agree),my manager recognises when i have done my job well
qm_2021_mean,tbl_df,B14. I receive regular feedback on my performance (% strongly agree or agree),i receive regular feedback on my performance
qm_2021_mean,tbl_df,B15. The feedback I receive helps me to improve my performance (% strongly agree or agree),the feedback i receive helps me to improve my performance
qm_2021_mean,tbl_df,B16. I think that my performance is evaluated fairly (% strongly agree or agree),i think that my performance is evaluated fairly
qm_2021_mean,tbl_df,B17. Poor performance is dealt with effectively in my team (% strongly agree or agree),poor performance is dealt with effectively in my team
qm_2021_mean,tbl_df,B18. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree),the people in my team can be relied upon to help when things get difficult in my job
qm_2021_mean,tbl_df,B19. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree),the people in my team work together to find ways to improve the service we provide
qm_2021_mean,tbl_df,B20. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree),the people in my team are encouraged to come up with new and better ways of doing things
qm_2021_mean,tbl_df,B21. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree),i am able to access the right learning and development opportunities when i need to
qm_2021_mean,tbl_df,B22. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree),learning and development activities i have completed in the past 12 months have helped to improve my performance
qm_2021_mean,tbl_df,B23. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree),there are opportunities for me to develop my career in my organisation
qm_2021_mean,tbl_df,B24. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree),learning and development activities i have completed while working for my organisation are helping me to develop my career
qm_2021_mean,tbl_df,B25. I am treated fairly at work (% strongly agree or agree),i am treated fairly at work
qm_2021_mean,tbl_df,B26. I am treated with respect by the people I work with (% strongly agree or agree),i am treated with respect by the people i work with
qm_2021_mean,tbl_df,B27. I feel valued for the work I do (% strongly agree or agree),i feel valued for the work i do
qm_2021_mean,tbl_df,"B28. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc.) (% strongly agree or agree)","i think that my organisation respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc.)"
qm_2021_mean,tbl_df,B29. I get the information I need to do my job well (% strongly agree or agree),i get the information i need to do my job well
qm_2021_mean,tbl_df,B30. I have clear work objectives (% strongly agree or agree),i have clear work objectives
qm_2021_mean,tbl_df,B31. I have the skills I need to do my job effectively (% strongly agree or agree),i have the skills i need to do my job effectively
qm_2021_mean,tbl_df,B32. I have the tools I need to do my job effectively (% strongly agree or agree),i have the tools i need to do my job effectively
qm_2021_mean,tbl_df,B33. I have an acceptable workload (% strongly agree or agree),i have an acceptable workload
qm_2021_mean,tbl_df,B34. I achieve a good balance between my work life and my private life (% strongly agree or agree),i achieve a good balance between my work life and my private life
qm_2021_mean,tbl_df,B35. I feel that my pay adequately reflects my performance (% strongly agree or agree),i feel that my pay adequately reflects my performance
qm_2021_mean,tbl_df,B36. I am satisfied with the total benefits package (% strongly agree or agree),i am satisfied with the total benefits package
qm_2021_mean,tbl_df,B37. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree),compared to people doing a similar job in other organisations i feel my pay is reasonable
qm_2021_mean,tbl_df,B38. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree),senior managers in my organisation are sufficiently visible
qm_2021_mean,tbl_df,B39. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree),i believe the actions of senior managers are consistent with my organisation's values
qm_2021_mean,tbl_df,B40. I believe that [my organisation's] senior leaders have a clear vision for the future of [my organisation] (% strongly agree or agree),i believe that my organisation's senior leaders have a clear vision for the future of my organisation
qm_2021_mean,tbl_df,"B41. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)","overall, i have confidence in the decisions made by my organisation's senior managers"
qm_2021_mean,tbl_df,B42. I feel that change is managed well in [my organisation] (% strongly agree or agree),i feel that change is managed well in my organisation
qm_2021_mean,tbl_df,B43. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree),when changes are made in my organisation they are usually for the better
qm_2021_mean,tbl_df,B44. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree),my organisation keeps me informed about matters that affect me
qm_2021_mean,tbl_df,B45. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree),i have the opportunity to contribute my views before decisions are made that affect me
qm_2021_mean,tbl_df,B46. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree),i think it is safe to challenge the way things are done in my organisation
qm_2021_mean,tbl_df,B47. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree),i am proud when i tell others i am part of my organisation
qm_2021_mean,tbl_df,B48. I would recommend [my organisation] as a great place to work (% strongly agree or agree),i would recommend my organisation as a great place to work
qm_2021_mean,tbl_df,B49. I feel a strong personal attachment to [my organisation] (% strongly agree or agree),i feel a strong personal attachment to my organisation
qm_2021_mean,tbl_df,B50. [My organisation] inspires me to do the best in my job (% strongly agree or agree),my organisation inspires me to do the best in my job
qm_2021_mean,tbl_df,B51. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree),my organisation motivates me to help it achieve its objectives
qm_2021_mean,tbl_df,B52. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree),i believe that senior managers in my organisation will take action on the results from this survey
qm_2021_mean,tbl_df,"B53. Where I work, I think effective action has been taken on the results of the last survey (% strongly agree or agree)","where i work, i think effective action has been taken on the results of the last survey"
qm_2021_mean,tbl_df,B54. I am trusted to carry out my job effectively (% strongly agree or agree),i am trusted to carry out my job effectively
qm_2021_mean,tbl_df,"B55. I believe I would be supported if I try a new idea, even if it may not work (% strongly agree or agree)","i believe i would be supported if i try a new idea, even if it may not work"
qm_2021_mean,tbl_df,"B56. In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk (% strongly agree or agree)","in my organisation, people are encouraged to speak up when they identify a serious policy or delivery risk"
qm_2021_mean,tbl_df,B57. I feel able to challenge inappropriate behaviour in the workplace (% strongly agree or agree),i feel able to challenge inappropriate behaviour in the workplace
qm_2021_mean,tbl_df,B58. My organisation is committed to creating a diverse and inclusive workplace (% strongly agree or agree),my organisation is committed to creating a diverse and inclusive workplace
qm_2021_mean,tbl_df,B59. I am aware of the Civil Service vision for 'A Brilliant Civil Service' (% strongly agree or agree),i am aware of the civil service vision for 'a brilliant civil service'
qm_2021_mean,tbl_df,B60. Managers in my Area/Directorate/Division actively role model the behaviours set out in the Civil Service Leadership Statement (% always or most of the time),managers in my area/directorate/division actively role model the behaviours set out in the civil service leadership statement (% always or most of the time)
qm_2021_mean,tbl_df,C01_1. I want to leave [my organisation] as soon as possible,i want to leave my organisation as soon as possible
qm_2021_mean,tbl_df,C01_2. I want to leave [my organisation] within the next 12 months,i want to leave my organisation within the next 12 months
qm_2021_mean,tbl_df,C01_3. I want to stay working for [my organisation] for at least the next year,i want to stay working for my organisation for at least the next year
qm_2021_mean,tbl_df,C01_4. I want to stay working for [my organisation] for at least the next three years,i want to stay working for my organisation for at least the next three years
qm_2021_mean,tbl_df,D01. I understand the Civil Service Code and what it means for my conduct (% strongly agree or agree),i understand the civil service code and what it means for my conduct
qm_2021_mean,tbl_df,D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes),are you aware of how to raise a concern under the civil service code? (% yes)
qm_2021_mean,tbl_df,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes),are you confident that if you raise a concern under the civil service code in your organisation it would be investigated properly? (% yes)
qm_2021_mean,tbl_df,"E01. Have you been discriminated against at work, in the past 12 months? (% yes)","have you been discriminated against at work, in the past 12 months? (% yes)"
qm_2021_mean,tbl_df,"E01. Have you been discriminated against at work, in the past 12 months? (% no)","have you been discriminated against at work, in the past 12 months? (% no)"
qm_2021_mean,tbl_df,"E01. Have you been discriminated against at work, in the past 12 months? (% prefer not to say)","have you been discriminated against at work, in the past 12 months? (% prefer not to say)"
qm_2021_mean,tbl_df,E02_01. Grounds of discrimination: Age (% of those ticking at least one E02 option),grounds of discrimination: age (% of those ticking at least one
qm_2021_mean,tbl_df,E02_02. Grounds of discrimination: Caring responsibilities (% of those ticking at least one E02 option),grounds of discrimination: caring responsibilities (% of those ticking at least one
qm_2021_mean,tbl_df,E02_03. Grounds of discrimination: Disability (% of those ticking at least one E02 option),grounds of discrimination: disability (% of those ticking at least one
qm_2021_mean,tbl_df,E02_04. Grounds of discrimination: Ethnic background (% of those ticking at least one E02 option),grounds of discrimination: ethnic background (% of those ticking at least one
qm_2021_mean,tbl_df,E02_05. Grounds of discrimination: Gender (% of those ticking at least one E02 option),grounds of discrimination: gender (% of those ticking at least one
qm_2021_mean,tbl_df,E02_06. Grounds of discrimination: Gender reassignment or perceived gender (% of those ticking at least one E02 option),grounds of discrimination: gender reassignment or perceived gender (% of those ticking at least one
qm_2021_mean,tbl_df,E02_07. Grounds of discrimination: Grade or responsibility level (% of those ticking at least one E02 option),grounds of discrimination: grade or responsibility level (% of those ticking at least one
qm_2021_mean,tbl_df,E02_08. Grounds of discrimination: Main spoken/written language or language ability (% of those ticking at least one E02 option),grounds of discrimination: main spoken/written language or language ability (% of those ticking at least one
qm_2021_mean,tbl_df,E02_09. Grounds of discrimination: Marital status or civil partnership (% of those ticking at least one E02 option),grounds of discrimination: marital status or civil partnership (% of those ticking at least one
qm_2021_mean,tbl_df,E02_10. Grounds of discrimination: Mental health (% of those ticking at least one E02 option),grounds of discrimination: mental health (% of those ticking at least one
qm_2021_mean,tbl_df,E02_11. Grounds of discrimination: Pay (% of those ticking at least one E02 option),grounds of discrimination: pay (% of those ticking at least one
qm_2021_mean,tbl_df,"E02_12. Grounds of discrimination: Pregnancy, maternity or paternity (% of those ticking at least one E02 option)","grounds of discrimination: pregnancy, maternity or paternity (% of those ticking at least one"
qm_2021_mean,tbl_df,E02_13. Grounds of discrimination: Religion or belief (% of those ticking at least one E02 option),grounds of discrimination: religion or belief (% of those ticking at least one
qm_2021_mean,tbl_df,E02_14. Grounds of discrimination: Sex (% of those ticking at least one E02 option),grounds of discrimination: sex (% of those ticking at least one
qm_2021_mean,tbl_df,E02_15. Grounds of discrimination: Sexual orientation (% of those ticking at least one E02 option),grounds of discrimination: sexual orientation (% of those ticking at least one
qm_2021_mean,tbl_df,E02_16. Grounds of discrimination: Social or educational background (% of those ticking at least one E02 option),grounds of discrimination: social or educational background (% of those ticking at least one
qm_2021_mean,tbl_df,E02_17. Grounds of discrimination: Working location (% of those ticking at least one E02 option),grounds of discrimination: working location (% of those ticking at least one
qm_2021_mean,tbl_df,E02_18. Grounds of discrimination: Working pattern (% of those ticking at least one E02 option),grounds of discrimination: working pattern (% of those ticking at least one
qm_2021_mean,tbl_df,E02_19. Grounds of discrimination: Any other grounds (% of those ticking at least one E02 option),grounds of discrimination: any other grounds (% of those ticking at least one
qm_2021_mean,tbl_df,E02_20. Grounds of discrimination: Prefer not to say (% of those ticking at least one E02 option),grounds of discrimination: prefer not to say (% of those ticking at least one
qm_2021_mean,tbl_df,"E03. Have you been bullied or harassed at work, in the past 12 months? (% yes)","have you been bullied or harassed at work, in the past 12 months? (% yes)"
qm_2021_mean,tbl_df,"E03. Have you been bullied or harassed at work, in the past 12 months? (% no)","have you been bullied or harassed at work, in the past 12 months? (% no)"
